FIPS_people,WhiteNonHispanicPct2010,BlackNonHispanicPct2010,AsianNonHispanicPct2010,NativeAmericanNonHispanicPct2010,HispanicPct2010,MultipleRacePct2010
39141,90.15,6.15,0.38,0.27,0.96,2.09
39143,86.19,2.66,0.3,0.16,8.92,2.62
39145,93.75,2.65,0.31,0.5,1.12,1.72
39147,91.18,2.16,0.57,0.15,4.45,1.88
39149,93.93,1.88,0.85,0.15,1.34,1.86
39151,87.73,7.53,0.73,0.22,1.59,2.22
39153,79.67,14.28,2.19,0.17,1.6,2.13
39155,88.15,8.18,0.47,0.16,1.33,1.77
39157,95.71,0.75,0.31,0.14,1.91,1.22
39159,92.1,2.3,2.71,0.21,1.26,1.42
39161,95.15,0.82,0.23,0.13,2.57,1.38
39163,97.53,0.28,0.17,0.34,0.53,1.14
39165,89,3.21,3.88,0.14,2.25,1.5
39167,95.96,1.06,0.55,0.21,0.75,1.46
39169,94.7,1.47,0.75,0.13,1.57,1.41
39171,93.73,0.95,0.56,0.17,3.69,1.19
39173,90.07,2.32,1.53,0.18,4.51,1.74
39175,96.07,0.19,0.59,0.12,2.23,1.03
,,,,,,
40001,42.14,0.23,0.57,42.01,5.28,10.51
40003,87.26,3.97,0.19,2.68,3.97,2.13
40005,72.75,3.72,0.39,13.41,2.88,7.11
40007,76.53,0.55,0.12,0.98,20.14,3.09
40009,78.93,3.81,0.78,2.55,11.84,2.83
40011,62.9,2.5,0.18,7.54,24.06,3.78
40013,73.78,1.51,0.5,12.65,4.97,7.06
40015,59.52,2.72,0.24,22.37,10.12,6.04
40017,79.73,2.44,2.99,4.54,6.75,4.11
40019,72.54,6.59,1.06,8.58,5.32,6.6
40021,50.21,1.24,0.53,33.14,6.28,9.15
40023,63.75,10.88,0.25,16.09,2.81,6.64
40025,76.53,0.24,0.28,0.77,20.77,1.82
40027,75.68,4.13,3.76,4.45,7,5.57
40029,73.06,0.42,0.17,16.27,2.57,7.8
40031,58.92,16.76,2.15,5.32,11.2,6.47
40033,79.2,2.03,0.19,8.14,5.55,5.46
40035,65.55,2.93,0.7,20.03,2.46,8.46
40037,78.35,2.18,0.33,9.77,3.08,6.64
40039,73.42,2.89,1,5.98,13.94,3.9
40041,65.87,0.2,1.24,22.04,3.01,7.97
40043,85.99,0.33,0.69,5.43,4.8,3.16
40045,90.56,0.26,0.19,1.61,6.05,1.64
40047,80.46,2.91,0.95,2.11,8.84,3.53
40049,79.02,2.5,0.37,7.58,6.21,4.95
40051,83.64,2.36,0.37,5.1,4.59,4.39
40053,91.5,0.77,0.2,1.86,3.49,2.43
40055,78.44,7.02,0.16,2.44,9.76,3.54
40057,62.94,6.74,0.41,1.33,25.87,4.14
40059,80.24,0.05,0.16,0.73,17.5,2.28
40061,73.32,0.4,0.53,15.62,3.34,7.04
40063,66.78,5.28,0.19,17.77,3.78,6.67
40065,65.81,7.25,1.15,1.54,20.94,4.86
40067,80.59,0.63,0.34,5.81,8.53,4.67
40069,71.68,1.91,0.25,14.93,3.86,7.95
40071,77.56,1.95,0.5,9.18,6.43,5.03
40073,80.02,1.04,0.25,2.96,13.45,3.15
40075,77.3,4.13,0.31,6.18,8.81,4.45
40077,69.19,0.72,0.28,19.86,2.63,7.75
40079,73.12,2.02,0.51,12.05,6.86,5.99
40081,84.57,1.77,0.19,6.33,2.45,5.06
40083,78.53,8.97,0.45,3.19,5.19,4.12
40085,76.26,1.73,0.48,5.95,11.81,4.9
40087,80.98,0.66,0.37,6.21,6.96,5.26
40089,65.85,8.66,0.34,14.68,4.68,6.21
40091,69.39,3.17,0.34,18.29,1.93,7.15
40093,88.07,0.43,0.33,1.73,7.51,2.51
40095,69.76,1.43,0.18,9.42,13.96,6
40097,66.87,0.39,0.35,21.03,2.66,9.05
40099,75.93,1.3,0.35,11.64,4.91,6.22
40101,58.26,11.21,0.54,17.1,5.2,8.23
40103,83.26,1.75,0.39,8.2,2.59,4.13
40105,67.84,1.92,0.07,18.86,2.28,9.31
40107,63.15,8.21,0.15,19.34,2.92,6.55
40000,68.65,7.25,1.71,8.23,8.85,5.9
40109,59.25,15.16,2.94,3.13,15.1,5.3
40111,64.4,8.63,0.31,15.87,3.23,8.03
40113,64.69,11.28,0.25,14.12,2.88,7.12
40115,67.36,0.73,0.5,18.5,4.71,7.58
40117,79.72,0.7,0.25,11.51,2.03,6.15
40119,79.71,3.56,3.46,4.52,3.87,5.18
40121,71.9,3.27,0.4,13.41,3.9,7.57
40123,69.28,2.34,0.65,16.89,4.06,7.21
40125,74.37,2.84,0.54,12.3,4.14,6.32
40127,73.89,0.64,0.22,17.43,2.42,5.69
40129,87.3,0.36,0.3,5.46,4.52,2.33
40131,73.68,0.94,1.05,12.88,3.72,8.11
40133,67.24,4.52,0.26,17.66,3.54,7.17
40135,65.19,1.69,0.47,20.42,3.39,9.28
40137,82.52,1.87,0.47,4.84,6.19,4.79
40139,52.76,1.42,1.54,0.89,41.95,2.81
40141,64.63,7.09,0.26,3.04,22.31,4.1
40143,65.2,10.56,2.3,5.74,11.03,5.81
40145,73.4,3.65,1.36,9.74,4.77,7.39
40147,75.9,2.34,1.08,10.04,5.01,6.1
40149,85.9,0.61,0.21,2.75,8.12,4.21
40151,86.55,3.22,0.87,2.28,4.78,2.71
40153,82.82,1.53,0.57,2.6,10.6,2.64
,,,,,,
41001,92.62,0.32,0.48,1.05,3.27,2.36
41003,83.61,0.84,5.15,0.58,6.39,3.58
41005,84.48,0.73,3.61,0.62,7.75,3.16
41007,87.19,0.44,1.2,0.83,7.66,2.84
41009,90.3,0.4,0.9,1.2,4.03,3.43
41011,86.96,0.37,1.02,2.33,5.38,4.33
41013,89.42,0.14,0.46,1.3,6.97,2.01
41015,88.7,0.28,0.7,1.75,5.37,3.68
41017,88.42,0.33,0.9,0.76,7.43,2.53
41019,89.48,0.26,0.94,1.67,4.7,3.24
41021,92.2,0.16,0.16,0.96,4.7,1.39
41023,93.36,0.15,0.32,1.18,2.78,2.3
41025,89.57,0.22,0.46,3.06,3.96,2.98
41027,65.85,0.28,1.36,0.64,29.49,3.16
41029,83.67,0.6,1.13,0.92,10.7,3.5
41031,61.83,0.54,0.38,15.47,19.31,3.79
41033,88.61,0.36,0.81,1.17,6.35,3.24
41035,81.08,0.59,0.93,3.63,10.42,4.14
41037,87.08,0.47,0.56,1.89,6.9,3.32
41039,84.67,0.88,2.32,0.97,7.44,4.17
41041,84.42,0.35,1.05,3.11,7.94,3.74
41043,87.06,0.39,0.92,1.09,7.82,3.27
41045,63.57,1.06,1.63,0.75,31.51,2.88
41047,68.74,0.92,1.84,1.04,24.29,3.87
41049,64.6,0.32,0.9,1,31.3,2.59
41051,72.12,5.43,6.46,0.75,10.9,4.6
41053,80.5,0.52,1.86,1.83,12.05,3.8
41055,91.56,0.11,0.17,1.19,5.55,1.81
41057,86.74,0.25,0.88,0.87,9.05,2.43
41059,69.43,0.73,0.82,3.14,23.86,3.09
41061,90.91,0.49,0.79,0.99,3.89,2.29
41063,94.53,0.37,0.34,0.54,2.23,1.97
41065,77.56,0.34,0.76,4.04,14.85,2.55
41067,69.75,1.67,8.56,0.48,15.72,4.25
41069,90.7,0,0.56,1.11,4.3,3.05
41071,79.09,0.79,1.43,1.28,14.71,3.29
,,,,,,
42001,90.56,1.43,0.73,0.14,6.03,1.33
42003,80.62,13.08,2.77,0.12,1.56,1.85
42005,97.66,0.78,0.21,0.06,0.53,0.77
42007,90.42,6.21,0.42,0.09,1.17,1.73
42009,97.53,0.47,0.2,0.11,0.9,0.81
42011,76.9,4.01,1.27,0.13,16.37,2.49
42013,95.6,1.61,0.54,0.1,0.97,1.22
42015,96.75,0.43,0.53,0.2,1.12,1.03
42017,86.88,3.43,3.82,0.12,4.28,1.66
42019,95.86,1.06,0.99,0.09,1.06,0.92
42021,93.31,3.53,0.5,0.08,1.4,1.22
42023,98.03,0.24,0.28,0.26,0.37,0.83
42025,93.75,1.36,0.47,0.15,3.29,1.21
42027,87.95,2.89,5.15,0.1,2.4,1.53
42029,82.1,5.89,3.85,0.11,6.52,1.81
42031,96.84,1.17,0.48,0.11,0.61,0.79
42033,94.35,2.08,0.47,0.06,2.34,0.89
42035,95.87,1.56,0.51,0.07,1.11,0.85
42037,94.36,1.77,0.81,0.08,2,1.05
42039,95.68,1.69,0.45,0.17,0.93,1.14
42041,89.43,3.07,2.99,0.12,2.74,1.8
42043,69.9,17.28,3.17,0.15,7.01,3.09
42045,71.1,19.36,4.68,0.12,2.96,1.96
42047,98.12,0.27,0.3,0.1,0.57,0.66
42049,86.53,6.94,1.08,0.16,3.39,2.1
42051,92.89,4.59,0.29,0.12,0.77,1.35
42053,75.82,17.81,0.16,0.14,5.42,0.6
42055,90.23,2.91,0.86,0.15,4.3,1.84
42057,96.91,0.97,0.13,0.18,0.83,1.04
42059,94.11,3.29,0.29,0.15,1.2,0.97
42061,91.91,5.16,0.39,0.08,1.58,0.92
42063,94.36,2.67,0.86,0.12,1.07,0.94
42065,97.93,0.33,0.2,0.16,0.61,0.8
42067,95.73,0.54,0.35,0.1,2.53,0.98
42069,89.65,2.24,1.68,0.1,4.98,1.54
42071,84.89,3.1,1.87,0.13,8.65,1.96
42073,93.16,3.78,0.4,0.06,1.02,1.62
42075,86.85,1.6,1.13,0.1,9.29,1.6
42077,71.6,4.93,2.89,0.13,18.77,2.88
42079,88.2,2.97,0.96,0.09,6.7,1.53
42081,91.9,4.36,0.57,0.16,1.34,1.72
42083,94.45,2.32,0.44,0.19,1.74,0.89
42085,91.03,5.68,0.62,0.11,1.07,1.51
42087,96.82,0.6,0.36,0.11,1.14,1.03
42089,70.5,12.05,2,0.21,13.12,2.89
42091,78.99,8.45,6.42,0.1,4.28,1.94
42093,94.19,1.3,1.77,0.07,1.77,0.95
42095,81,4.44,2.4,0.11,10.47,2.24
42097,94.33,1.92,0.34,0.12,2.38,1.05
42099,96.65,0.62,0.35,0.13,1.28,1.01
42101,36.87,42.22,6.26,0.23,12.29,2.82
42103,82.88,5.32,1.02,0.22,9.02,2.11
42105,97.38,0.35,0.26,0.18,1.04,0.81
42107,93.23,2.59,0.47,0.11,2.75,1
42109,96.03,0.94,0.53,0.11,1.65,0.82
42111,95.53,2.39,0.31,0.1,1.08,0.6
42113,94.73,2.54,0.3,0.4,1.43,0.67
42115,97.14,0.35,0.28,0.12,1.3,0.83
42117,96.62,0.77,0.43,0.19,1.04,1.04
42119,85.24,6.78,1.16,0.28,5.22,1.58
42121,96.49,1.03,0.36,0.15,0.87,1.13
42123,97.64,0.33,0.37,0.17,0.73,0.8
42125,93.43,3.2,0.63,0.1,1.14,1.52
42127,91.99,2.96,0.48,0.16,3.44,1.13
42129,94.78,2.31,0.74,0.08,0.87,1.23
42131,96.44,0.65,0.33,0.18,1.55,0.92
42133,86.16,5.17,1.23,0.15,5.61,2
,,,,,,
44001,94.34,0.73,1.41,0.14,1.98,1.49
44003,91.56,1.3,2.01,0.21,3.2,1.85
44005,87.87,3.19,1.52,0.31,4.24,2.99
44007,66.12,7.19,3.61,0.37,18.8,4.18
44009,92.4,1.06,1.62,0.79,2.38,1.82
,,,,,,
45001,69.1,28.17,0.3,0.23,1,1.14
45003,67.81,24.39,0.82,0.37,4.89,1.93
45005,23.13,73.38,0.39,0.18,2.29,0.82
45007,78.75,15.93,0.74,0.22,2.91,1.53
45009,35.6,61.21,0.43,0.24,1.61,0.97
45011,51.79,44.05,0.56,0.37,1.82,1.46
45013,66.13,18.9,1.12,0.21,12.06,2.05
45015,63.85,24.75,2.24,0.51,6.05,2.7
45017,53.11,42.31,0.2,0.28,3.02,1.18
45019,62.04,29.55,1.33,0.24,5.39,1.57
45021,73.97,20.26,0.56,0.23,3.67,1.42
45023,59.11,37.26,0.31,0.39,1.45,1.51
45025,61.6,32.48,0.37,0.48,3.56,1.63
45027,46.21,49.7,0.63,0.2,2.57,0.83
45029,55.89,38.85,0.32,0.79,2.81,1.51
45031,55.32,41.44,0.29,0.27,1.66,1.07
45033,47.26,45.94,0.24,2.34,2.6,1.63
45035,65.49,25.53,1.48,0.62,4.45,2.63
45037,56.31,36.88,0.35,0.23,5.24,1.31
45039,37.98,58.91,0.23,0.2,1.56,1.1
45041,54.14,41.06,1.21,0.31,2.21,1.14
45043,62.02,33.46,0.45,0.21,3.1,0.91
45045,70.3,17.86,1.94,0.2,8.09,1.88
45047,61.31,31.19,0.82,0.2,5.44,1.18
45049,41.25,53.41,0.5,0.21,3.53,1.28
45051,77.28,13.28,1.03,0.4,6.2,1.95
45053,37.39,45.62,0.68,0.2,15.14,1.42
45055,69.71,24.4,0.48,0.29,3.72,1.58
45057,69.78,23.69,0.64,0.28,4.41,1.26
45059,68.98,25.26,0.26,0.21,4.1,1.28
45061,32.89,64.07,0.3,0.25,1.74,0.87
45063,76.96,14.1,1.41,0.36,5.54,1.86
45065,48.28,49.54,0.33,0.09,0.79,0.9
45067,40.02,55.55,0.53,0.4,2.39,1.25
45069,40.29,50.64,0.26,4.37,2.77,1.81
45071,60.49,30.75,0.31,0.26,7.17,1.16
45073,85.91,7.47,0.57,0.2,4.51,1.58
45075,33.74,61.93,0.81,0.51,1.91,1.18
45077,87.2,6.54,1.59,0.18,3.14,1.49
45079,45.32,45.4,2.19,0.26,4.85,2.19
45081,58.1,26.14,0.18,0.22,14.37,1.4
45083,70.06,20.44,2,0.2,5.86,1.67
45085,46.92,46.63,1.09,0.31,3.29,1.89
45087,66.11,31.15,0.27,0.22,0.97,1.24
45089,31.16,65.44,0.4,0.3,2,0.76
45091,72.71,18.85,1.5,0.79,4.46,1.85
,,,,,,
46003,93.39,0.33,0.66,1.4,3.73,0.52
46005,85.84,0.68,3.63,0.95,7.68,1.64
46007,33.26,0.09,0.38,60.39,1.95,4.02
46009,88.9,0.92,0.14,6.99,1.84,1.36
46011,92.33,0.77,2.71,0.85,1.99,1.42
46013,92.59,0.51,0.97,2.95,1.36,1.72
46015,87.82,0.23,0.17,8.09,1.43,2.44
46017,14.8,0.21,0.05,82.37,1.83,0.89
46019,92.58,0.2,0.21,1.68,3.03,2.58
46021,97.54,0.07,0.27,0.34,1.36,0.75
46023,64.62,0.09,0.2,31,1.67,2.75
46025,97.43,0.16,0.05,0.05,1.71,0.84
46027,90.05,1.29,1.66,2.94,2,2.26
46029,94.62,0.32,0.44,1.88,1.59,1.29
46031,29.68,0.07,0.27,65.06,2.62,2.59
46033,92.79,0.18,0.33,2.78,2.22,1.98
46035,93.81,0.36,0.47,2.42,1.51,1.56
46037,87.64,0.14,0.21,9.37,1.09,1.72
46039,96.7,0.27,0.09,0.27,1.97,0.92
46041,20.9,0.09,0.13,73.84,1.85,3.58
46043,96.3,0.37,0.1,1.8,0.77,0.87
46045,97,0.12,0.12,0.42,1.42,1.01
46047,87.38,0.65,0.37,6.68,2.24,2.86
46049,98.27,0.13,0.08,0.13,0.76,0.68
46051,96.14,0.14,0.29,0.49,2.28,0.84
46053,89.39,0.14,0.26,7.31,0.89,2.22
46055,94.11,0.1,0.41,1.91,0.88,2.58
46057,96.21,0.17,0.22,0.32,2.52,0.81
46059,98.16,0.09,0.26,0.23,0.55,0.79
46061,98.44,0,0.33,0.33,0.45,0.54
46063,95.38,0.08,0.08,1.43,1.59,1.67
46065,85.01,0.49,0.52,10.15,1.8,2.3
46067,96.55,0.38,0.16,0.54,1.63,0.91
46069,88.94,0.07,0.21,7.96,1.06,1.9
46071,42.63,0.16,0.03,51.04,1.25,4.82
46073,94.64,0.05,0.19,0.24,4.06,0.72
46075,94.33,0.1,0,1.99,1.29,1.89
46077,96.87,0.14,0.27,0.47,1.4,0.82
46079,95.61,0.49,0.71,0.63,1.56,1.12
46081,92.75,0.36,0.65,1.9,2.54,2.02
46083,95.25,0.7,1.03,0.48,1.23,1.4
46085,58.08,0.08,0.27,37.82,1.12,2.9
46087,97.03,0.14,0.14,0.39,1.76,0.68
46089,97.8,0.04,0.16,0.04,1.02,1.26
46091,84.58,0.11,0.19,7.37,6.81,1.1
46093,90.24,1.21,0.64,2.21,3.04,2.88
46095,39.31,0.1,0.24,53.32,1.46,5.57
46097,97.11,0.13,0.38,0.17,1.3,0.84
46099,86.25,3.73,1.47,2.32,4.12,2.29
46101,80.59,0.51,1.08,13.71,1.71,2.68
46102,2.8,0.03,0.1,94.1,2.19,0.86
46103,81.66,1,1.03,8.96,4.01,3.82
46105,96.68,0.07,0.13,1.17,0.67,1.14
46107,97.04,0.13,0.3,0.86,0.73,0.9
46109,61.46,0.11,0.21,34.07,1.24,3.04
46111,97.49,0,0.17,0.25,1.19,1.06
46115,96.55,0.27,0.11,1.2,1.11,0.87
46117,89.55,0.3,0.13,6.61,0.71,2.76
46119,96.36,0.07,0,1.17,0.87,2.18
46121,9.5,0.17,0.19,86.32,2.36,1.76
46123,82.85,0.11,0.21,13.63,1.06,2.41
46125,96.78,0.24,0.2,0.62,1.34,0.95
46127,94.51,0.62,0.88,0.53,2.12,1.61
46129,82.24,0.11,0.24,14.14,0.72,2.57
46135,91.64,1.46,0.51,2.39,2.74,1.44
46137,21.67,0.21,0.07,72.22,3.11,2.96
,,,,,,
47001,90.69,3.75,1.06,0.28,2.35,1.94
47003,78.54,7.63,0.75,0.21,11.28,2.07
47005,94.38,1.95,0.38,0.41,1.76,1.36
47007,92.7,3.64,0.13,0.4,1.98,1.22
47009,92.06,2.69,0.7,0.3,2.8,1.57
47011,88.51,4.16,0.83,0.25,4.71,1.78
47013,97.04,0.29,0.25,0.25,1.16,1.06
47015,95.57,1.21,0.14,0.19,1.52,1.32
47017,85.74,10,0.18,0.38,2.09,1.63
47019,95.52,1.29,0.31,0.19,1.55,1.17
47021,94.4,1.41,0.36,0.29,2.33,1.25
47023,86.61,9.11,0.31,0.38,2,1.58
47025,96.39,0.87,0.51,0.28,0.82,1.16
47027,95.71,1.27,0.09,0.2,1.6,1.17
47029,94.21,1.85,0.29,0.32,1.76,1.69
47031,90.04,3.45,0.85,0.27,3.8,1.82
47033,77.15,12.59,0.17,0.08,8.73,1.47
47035,95.82,0.26,0.42,0.26,2.33,1
47037,57.43,27.46,3.01,0.23,9.75,2.5
47039,93.11,2.87,0.21,0.2,2.62,1.23
47041,90.69,1.24,0.26,0.19,6.62,1.27
47043,90.36,4.1,0.4,0.32,3.17,1.81
47045,80.98,14.17,0.49,0.19,2.61,1.79
47047,68.19,27.96,0.48,0.28,2.23,0.89
47049,97.57,0.14,0.19,0.23,1.05,0.89
47051,89.74,5.08,0.73,0.33,2.51,1.73
47053,77.63,18.73,0.21,0.2,2.04,1.34
47055,85.54,10.2,0.38,0.32,1.6,2
47057,96.01,0.45,0.11,0.16,2.34,0.99
47059,93.91,1.97,0.36,0.22,2.46,1.2
47061,97.21,0.26,0.18,0.46,0.82,1.11
47063,82.9,3.83,0.72,0.16,10.73,1.99
47065,71.97,20.06,1.74,0.24,4.46,1.69
47067,97.86,0.35,0.1,0.28,0.19,1.14
47069,55.76,41.2,0.53,0.21,1.38,0.97
47071,92.64,3.41,0.39,0.27,1.91,1.51
47073,95.81,1.29,0.49,0.18,1.18,1.1
47075,44.81,50.2,0.11,0.13,3.85,0.93
47077,88.16,7.81,0.27,0.14,1.92,1.75
47079,88.22,7.97,0.29,0.29,1.71,1.6
47081,91.77,4.46,0.19,0.48,1.84,1.44
47083,94.13,2.25,0.3,0.24,1.53,1.55
47085,94.39,2.45,0.18,0.35,1.5,1.2
47087,96.81,0.25,0.09,0.45,1.41,1.05
47089,92.86,2.01,0.41,0.3,3.15,1.35
47091,95.23,2.04,0.19,0.18,1.47,0.96
47093,83.89,8.71,1.85,0.24,3.47,1.91
47095,69.06,27.6,0.14,0.26,1.74,1.29
47097,61.24,34.79,0.2,0.56,2.03,1.31
47099,94.8,1.52,0.29,0.34,1.65,1.62
47101,94.62,1.63,0.35,0.28,1.82,1.53
47103,88.13,6.76,0.34,0.43,2.65,1.77
47105,90.16,1.06,0.58,0.23,6.99,1.08
47107,90.45,3.87,0.74,0.3,2.84,1.99
47109,90.95,5.91,0.19,0.18,1.52,1.3
47111,94.22,0.36,0.2,0.27,4.13,1.04
47113,58.05,36.15,0.91,0.15,3.36,1.47
47115,93.24,3.57,0.39,0.39,1.28,1.2
47117,86.77,6.48,0.42,0.33,4.53,1.68
47119,80.19,12.45,0.6,0.29,4.83,1.95
47121,95.81,0.99,0.15,0.49,1.5,1.25
47123,92.42,2.02,0.34,0.45,3.25,1.67
47125,67.05,18.57,2.02,0.45,7.98,4.42
47127,94.89,2.28,0.38,0.25,1.1,1.15
47129,93.86,3.65,0.17,0.3,0.86,1.2
47131,84.85,10.54,0.24,0.15,3.14,1.15
47133,97.14,0.39,0.19,0.29,0.91,1.13
47135,94.78,1.47,0.18,0.54,1.66,1.52
47137,97.77,0.1,0.08,0.22,1.32,0.61
47139,96.65,0.3,0.14,0.34,1.38,1.28
47141,89.95,1.96,1.16,0.29,5.33,1.54
47143,92.12,1.91,0.4,0.4,3.73,1.58
47145,93.67,2.64,0.51,0.31,1.31,1.64
47147,84.73,7.36,0.49,0.29,5.89,1.44
47149,75.58,12.39,3.01,0.26,6.66,2.4
47151,98.05,0.09,0.19,0.25,0.54,0.89
47153,94.97,0.13,0.28,0.33,3.27,1.24
47155,91.64,0.71,0.86,0.33,5.33,1.34
47157,38.71,51.9,2.29,0.19,5.62,1.43
47159,93.93,2.11,0.17,0.42,2.18,1.35
47161,93.58,1.4,1.01,0.56,1.88,1.76
47163,94.39,2.09,0.56,0.24,1.48,1.27
47165,86.96,6.36,1.01,0.25,3.93,1.64
47167,76.67,18.65,0.58,0.36,2.08,1.64
47169,85.91,9.5,0.23,0.29,2.52,1.77
47171,94.73,0.19,0.16,0.22,3.79,1.1
47173,97.02,0.11,0.1,0.23,1.3,1.29
47175,97.48,0.4,0.13,0.23,0.9,0.92
47177,87.2,2.72,0.48,0.24,8.09,1.64
47179,90.18,3.84,1.19,0.26,2.95,1.73
47181,91.27,5.73,0.18,0.3,1.63,0.95
47183,87.65,7.76,1.04,0.25,2,1.38
47185,94.8,1.74,0.27,0.26,1.64,1.41
47187,86.67,4.27,3,0.19,4.46,1.49
47189,87.48,6.35,1.1,0.31,3.24,1.62
,,,,,,
48001,61.23,20.91,0.48,0.33,15.89,1.7
48003,47.9,1.35,0.57,0.64,48.66,1.97
48005,63.26,14.8,0.86,0.29,19.76,1.76
48007,70.6,1.11,1.91,0.51,24.57,2.26
48009,90.37,0.38,0.2,0.52,7.46,1.48
48011,90.74,0.58,0,0.68,6.52,1.1
48013,36.28,0.57,0.29,0.32,61.87,2.26
48015,65.65,9.23,0.39,0.28,23.37,2.2
48017,38.31,0.94,0.32,0.22,59.78,1.98
48019,80.92,0.44,0.27,0.59,16.67,1.81
48021,57.23,7.46,0.61,0.42,32.61,2.9
48023,84.46,1.91,0.11,0.27,12.21,2.07
48025,34.42,7.93,0.51,0.22,56.2,2.32
48027,50.7,20.43,2.69,0.48,21.6,4.99
48029,30.27,6.91,2.31,0.22,58.72,3.48
48031,79.41,0.59,0.47,0.45,18.19,1.91
48033,84.09,0,0.16,0.31,14.82,1.56
48035,80.72,1.52,0.21,0.41,16.07,1.75
48037,66.27,24.02,0.78,0.62,6.55,2.14
48039,53.22,11.78,5.43,0.32,27.67,2.63
48041,59.15,10.69,5.12,0.25,23.3,2.34
48043,54.28,0.86,0.63,0.41,42.44,2.84
48045,71.04,2.44,0,0.12,25.11,2.44
48047,7.93,0.26,0.25,0.14,91.24,1.36
48049,74.73,3.42,0.42,0.45,19.56,2.1
48051,68.05,12.01,0.15,0.28,18.42,1.9
48053,76.09,1.64,0.46,0.4,20.24,1.86
48055,44.24,6.45,0.9,0.24,47.08,2.54
48057,45.81,2.43,4.41,0.17,46.41,2.06
48059,89.08,1,0.41,0.45,7.57,1.82
48061,10.69,0.29,0.61,0.09,88.07,1.54
48063,58.85,17.2,0.48,0.31,21.35,2.74
48065,88.53,0.57,0.31,0.91,8.49,1.7
48067,77.21,17.39,0.29,0.44,3.46,1.39
48069,37.26,1.85,0.37,0.36,59.89,1.61
48071,70.57,8.03,0.93,0.38,18.91,2.12
48073,62.72,14.56,0.43,0.25,20.65,2.17
48075,61.45,9.71,0.67,0.4,26.77,1.43
48077,92.46,0.49,0.26,1.07,4.34,1.68
48079,42.5,3.52,0.1,0.38,52.89,2.69
48081,79.85,0.21,0.15,0.57,18.13,1.93
48083,80.08,2.09,0.36,0.45,15.95,1.94
48085,63.08,8.27,11.16,0.42,14.74,2.96
48087,63.36,3.99,0.1,1.34,29.96,4.06
48089,59.86,12.63,0.36,0.11,26.12,1.89
48091,71.34,1.48,0.75,0.33,24.88,2.16
48093,72.6,0.18,0.24,0.34,25.8,1.65
48095,44.29,1.39,0.34,0.32,53.17,1.88
48097,78.71,2.65,0.72,0.79,15.6,2.15
48099,62.05,15.19,1.77,0.58,15.88,5.05
48101,69.3,8.57,0,0.27,21,2.06
48103,40.25,2.79,0.3,0.78,55.06,2.29
48105,35.28,0.35,0.3,0.22,63.24,1.72
48107,43.32,3.28,0.07,0.21,52.34,2.03
48109,21.02,0.33,0.92,0.54,76.19,2.79
48111,55.59,1.21,0.55,0.51,40.53,3.68
48113,33.14,21.9,4.97,0.31,38.26,2.82
48115,39.05,6.22,0.33,0.2,53.4,2.26
48117,30.66,0.82,0.29,0.27,67.31,2.4
48119,83.18,7.17,0.57,1.13,5.51,2.81
48121,64.42,8.15,6.5,0.47,18.24,2.93
48123,57.13,8.86,0.22,0.21,32.35,2.33
48125,65.06,3.76,0.74,0.86,28.97,1.68
48127,12.17,0.81,0.51,0.07,86.19,1.62
48129,85.29,4.43,0.24,0.41,8.4,1.79
48131,10.24,0.73,0.14,0.15,88.47,1.71
48133,82.18,1.71,0.33,0.5,14.38,1.58
48135,41.06,4.08,0.73,0.45,52.75,2.48
48137,47.3,0.5,0.15,0.55,51.3,1.1
48139,65.49,8.8,0.54,0.38,23.5,2.19
48141,13.15,2.58,0.94,0.28,82.2,2.46
48143,77.55,1.14,0.63,0.45,19.21,1.69
48145,52.51,24.98,0.26,0.34,20.8,1.92
48147,80.89,6.7,0.36,0.87,9.51,2.07
48149,73.46,6.51,0.25,0.28,18.67,1.35
48151,70.38,3.12,0.18,0.3,25.14,2.01
48153,43.08,3.27,0.17,0.25,52.9,1.18
48155,81.36,3.97,0.3,0.07,14,0.75
48157,36.16,21.06,16.87,0.2,23.74,2.91
48159,81.1,3.88,0.46,0.61,12.57,1.79
48161,68.91,15.97,0.25,0.39,13.6,1.62
48163,16.24,3.04,2.1,0.22,77.84,1.95
48165,60.64,1.49,0.21,0.26,36.59,2.01
48167,59.27,13.47,2.92,0.36,22.41,2.71
48169,45.84,6.07,0.12,0.39,47.14,1.16
48171,78.4,0.19,0.35,0.27,20.01,1.24
48173,67.29,1.22,0.08,0.24,30.83,1.22
48175,60.15,4.3,0.15,0.4,34.15,2.36
48177,44.61,6.83,0.37,0.21,47.22,2.19
48179,69.07,4.68,0.37,0.67,23.81,2.42
48181,78.68,5.74,0.86,1.33,11.32,2.68
48183,60.79,19.77,1.08,0.41,16.44,2.25
48185,60.64,16.34,0.23,0.31,21.24,2.17
48187,54.8,6.05,1.33,0.33,35.65,3.05
48189,37.62,4.97,0.37,0.28,55.88,2.94
48191,59.59,7.01,0.06,0.39,32.42,1.55
48193,88,0.45,0.36,0.36,10.13,1.04
48195,55.02,0.55,0.29,0.2,43.29,2.26
48197,70.98,5.24,0.29,0.36,21.48,2.56
48199,88.02,5.82,0.49,0.33,4.36,1.31
48201,32.98,18.43,6.11,0.2,40.84,3.21
48203,64.99,21.79,0.5,0.42,11.05,1.7
48205,67.82,6.86,0.48,0.3,23.89,1.12
48207,70.32,3.44,0.53,0.42,23.97,2.61
