state_police,county_police,number_police,foreign_police
Virginia,King and Queen,21,Virginia King and Queen
Virginia,King George,43,Virginia King George
Virginia,King William,32,Virginia King William
Virginia,Lancaster,35,Virginia Lancaster
Virginia,Lee,35,Virginia Lee
Virginia,Loudoun,587,Virginia Loudoun
Virginia,Louisa,61,Virginia Louisa
Virginia,Lunenburg,21,Virginia Lunenburg
Virginia,Madison,32,Virginia Madison
Virginia,Mathews,23,Virginia Mathews
Virginia,Mecklenburg,93,Virginia Mecklenburg
Virginia,Middlesex,23,Virginia Middlesex
Virginia,Montgomery,115,Virginia Montgomery
Virginia,Nelson,17,Virginia Nelson
Virginia,New Kent,39,Virginia New Kent
Virginia,Northampton,77,Virginia Northampton
Virginia,Northumberland,29,Virginia Northumberland
Virginia,Nottoway,23,Virginia Nottoway
Virginia,Orange,46,Virginia Orange
Virginia,Page,65,Virginia Page
Virginia,Patrick,38,Virginia Patrick
Virginia,Pittsylvania,124,Virginia Pittsylvania
Virginia,Powhatan,56,Virginia Powhatan
Virginia,Prince Edward,30,Virginia Prince Edward
Virginia,Prince George County Police Department,75,Virginia Prince George County Police Department
Virginia,Prince William County Police Department,666,Virginia Prince William County Police Department
Virginia,Pulaski,52,Virginia Pulaski
Virginia,Rappahannock,23,Virginia Rappahannock
Virginia,Richmond,20,Virginia Richmond
Virginia,Roanoke County Police Department,150,Virginia Roanoke County Police Department
Virginia,Rockbridge,38,Virginia Rockbridge
Virginia,Rockingham,66,Virginia Rockingham
Virginia,Russell,50,Virginia Russell
Virginia,Scott,35,Virginia Scott
Virginia,Shenandoah,76,Virginia Shenandoah
Virginia,Smyth,41,Virginia Smyth
Virginia,Southampton,78,Virginia Southampton
Virginia,Spotsylvania,207,Virginia Spotsylvania
Virginia,Stafford,224,Virginia Stafford
Virginia,Surry,21,Virginia Surry
Virginia,Sussex,44,Virginia Sussex
Virginia,Tazewell,54,Virginia Tazewell
Virginia,Warren,92,Virginia Warren
Virginia,Washington,73,Virginia Washington
Virginia,Westmoreland,32,Virginia Westmoreland
Virginia,Wise,62,Virginia Wise
Virginia,Wythe,47,Virginia Wythe
Virginia,York,112,Virginia York
Washington,Adams,28,Washington Adams
Washington,Asotin,14,Washington Asotin
Washington,Benton,67,Washington Benton
Washington,Chelan,66,Washington Chelan
Washington,Clallam,43,Washington Clallam
Washington,Clark,213,Washington Clark
Washington,Columbia,14,Washington Columbia
Washington,Cowlitz,55,Washington Cowlitz
Washington,Douglas,34,Washington Douglas
Washington,Ferry,22,Washington Ferry
Washington,Franklin,26,Washington Franklin
Washington,Garfield,14,Washington Garfield
Washington,Grant,62,Washington Grant
Washington,Grays Harbor,80,Washington Grays Harbor
Washington,Island,58,Washington Island
Washington,Jefferson,44,Washington Jefferson
Washington,King,324,Washington King
Washington,Kitsap,149,Washington Kitsap
Washington,Kittitas,66,Washington Kittitas
Washington,Klickitat,49,Washington Klickitat
Washington,Lewis,56,Washington Lewis
Washington,Lincoln,22,Washington Lincoln
Washington,Mason,64,Washington Mason
Washington,Okanogan,33,Washington Okanogan
Washington,Pacific,21,Washington Pacific
Washington,Pend Oreille,20,Washington Pend Oreille
Washington,Pierce,359,Washington Pierce
Washington,San Juan,31,Washington San Juan
Washington,Skagit,105,Washington Skagit
Washington,Skamania,26,Washington Skamania
Washington,Snohomish,342,Washington Snohomish
Washington,Spokane,187,Washington Spokane
Washington,Stevens,31,Washington Stevens
Washington,Thurston,102,Washington Thurston
Washington,Wahkiakum,16,Washington Wahkiakum
Washington,Walla Walla,33,Washington Walla Walla
Washington,Whatcom,102,Washington Whatcom
Washington,Whitman,22,Washington Whitman
Washington,Yakima,93,Washington Yakima
West Virginia,Barbour,8,West Virginia Barbour
West Virginia,Berkeley,81,West Virginia Berkeley
West Virginia,Boone,26,West Virginia Boone
West Virginia,Braxton,11,West Virginia Braxton
West Virginia,Brooke,30,West Virginia Brooke
West Virginia,Cabell,48,West Virginia Cabell
West Virginia,Calhoun,6,West Virginia Calhoun
West Virginia,Clay,6,West Virginia Clay
West Virginia,Doddridge,6,West Virginia Doddridge
West Virginia,Fayette,38,West Virginia Fayette
West Virginia,Gilmer,5,West Virginia Gilmer
West Virginia,Grant,7,West Virginia Grant
West Virginia,Greenbrier,32,West Virginia Greenbrier
West Virginia,Hampshire,18,West Virginia Hampshire
West Virginia,Hancock,31,West Virginia Hancock
West Virginia,Hardy,10,West Virginia Hardy
West Virginia,Harrison,45,West Virginia Harrison
West Virginia,Jackson,21,West Virginia Jackson
West Virginia,Jefferson,32,West Virginia Jefferson
West Virginia,Kanawha,134,West Virginia Kanawha
West Virginia,Lewis,13,West Virginia Lewis
West Virginia,Lincoln,9,West Virginia Lincoln
West Virginia,Logan,28,West Virginia Logan
West Virginia,Marion,41,West Virginia Marion
West Virginia,Marshall,29,West Virginia Marshall
West Virginia,Mason,24,West Virginia Mason
West Virginia,McDowell,17,West Virginia McDowell
West Virginia,Mercer,30,West Virginia Mercer
West Virginia,Mineral,15,West Virginia Mineral
West Virginia,Mingo,22,West Virginia Mingo
West Virginia,Monongalia,60,West Virginia Monongalia
West Virginia,Monroe,8,West Virginia Monroe
West Virginia,Morgan,12,West Virginia Morgan
West Virginia,Nicholas,30,West Virginia Nicholas
West Virginia,Ohio,30,West Virginia Ohio
West Virginia,Pendleton,3,West Virginia Pendleton
West Virginia,Pleasants,7,West Virginia Pleasants
West Virginia,Pocahontas,12,West Virginia Pocahontas
West Virginia,Preston,27,West Virginia Preston
West Virginia,Putnam,50,West Virginia Putnam
West Virginia,Raleigh,62,West Virginia Raleigh
West Virginia,Randolph,12,West Virginia Randolph
West Virginia,Ritchie,10,West Virginia Ritchie
West Virginia,Roane,8,West Virginia Roane
West Virginia,Summers,7,West Virginia Summers
West Virginia,Taylor,14,West Virginia Taylor
West Virginia,Tucker,4,West Virginia Tucker
West Virginia,Tyler,8,West Virginia Tyler
West Virginia,Upshur,13,West Virginia Upshur
West Virginia,Wayne,24,West Virginia Wayne
West Virginia,Webster,9,West Virginia Webster
West Virginia,Wetzel,15,West Virginia Wetzel
West Virginia,Wirt,3,West Virginia Wirt
West Virginia,Wood,71,West Virginia Wood
West Virginia,Wyoming,26,West Virginia Wyoming
Wisconsin,Adams,59,Wisconsin Adams
Wisconsin,Ashland,36,Wisconsin Ashland
Wisconsin,Barron,71,Wisconsin Barron
Wisconsin,Bayfield,41,Wisconsin Bayfield
Wisconsin,Brown,320,Wisconsin Brown
Wisconsin,Buffalo,22,Wisconsin Buffalo
Wisconsin,Burnett,32,Wisconsin Burnett
Wisconsin,Calumet,47,Wisconsin Calumet
Wisconsin,Chippewa,56,Wisconsin Chippewa
Wisconsin,Clark,49,Wisconsin Clark
Wisconsin,Columbia,97,Wisconsin Columbia
Wisconsin,Crawford,31,Wisconsin Crawford
Wisconsin,Dane,554,Wisconsin Dane
Wisconsin,Dodge,175,Wisconsin Dodge
Wisconsin,Door,66,Wisconsin Door
Wisconsin,Douglas,87,Wisconsin Douglas
Wisconsin,Dunn,56,Wisconsin Dunn
Wisconsin,Eau Claire,77,Wisconsin Eau Claire
Wisconsin,Florence,12,Wisconsin Florence
Wisconsin,Fond du Lac,119,Wisconsin Fond du Lac
Wisconsin,Forest,38,Wisconsin Forest
Wisconsin,Grant,47,Wisconsin Grant
Wisconsin,Green,57,Wisconsin Green
Wisconsin,Green Lake,44,Wisconsin Green Lake
Wisconsin,Iowa,38,Wisconsin Iowa
Wisconsin,Iron,19,Wisconsin Iron
Wisconsin,Jackson,44,Wisconsin Jackson
Wisconsin,Jefferson,125,Wisconsin Jefferson
Wisconsin,Juneau,56,Wisconsin Juneau
Wisconsin,Kenosha,326,Wisconsin Kenosha
Wisconsin,Kewaunee,37,Wisconsin Kewaunee
Wisconsin,La Crosse,103,Wisconsin La Crosse
Wisconsin,Lafayette,25,Wisconsin Lafayette
Wisconsin,Langlade,35,Wisconsin Langlade
Wisconsin,Lincoln,59,Wisconsin Lincoln
Wisconsin,Manitowoc,105,Wisconsin Manitowoc
Wisconsin,Marathon,172,Wisconsin Marathon
Wisconsin,Marinette,61,Wisconsin Marinette
Wisconsin,Marquette,38,Wisconsin Marquette
Wisconsin,Menominee,20,Wisconsin Menominee
Wisconsin,Milwaukee,"1,278",Wisconsin Milwaukee
Wisconsin,Monroe,55,Wisconsin Monroe
Wisconsin,Oconto,61,Wisconsin Oconto
Wisconsin,Oneida,86,Wisconsin Oneida
Wisconsin,Outagamie,195,Wisconsin Outagamie
Wisconsin,Ozaukee,102,Wisconsin Ozaukee
Wisconsin,Pepin,18,Wisconsin Pepin
Wisconsin,Pierce,50,Wisconsin Pierce
Wisconsin,Polk,75,Wisconsin Polk
Wisconsin,Portage,92,Wisconsin Portage
Wisconsin,Price,32,Wisconsin Price
Wisconsin,Racine,236,Wisconsin Racine
Wisconsin,Richland,30,Wisconsin Richland
Wisconsin,Rock,202,Wisconsin Rock
Wisconsin,Rusk,31,Wisconsin Rusk
Wisconsin,Sauk,164,Wisconsin Sauk
Wisconsin,Sawyer,47,Wisconsin Sawyer
Wisconsin,Shawano,108,Wisconsin Shawano
Wisconsin,Sheboygan,177,Wisconsin Sheboygan
Wisconsin,St. Croix,83,Wisconsin St. Croix
Wisconsin,Taylor,42,Wisconsin Taylor
Wisconsin,Trempealeau,51,Wisconsin Trempealeau
Wisconsin,Vernon,46,Wisconsin Vernon
Wisconsin,Vilas,74,Wisconsin Vilas
Wisconsin,Walworth,210,Wisconsin Walworth
Wisconsin,Washburn,34,Wisconsin Washburn
Wisconsin,Washington,174,Wisconsin Washington
Wisconsin,Waukesha,335,Wisconsin Waukesha
Wisconsin,Waupaca,102,Wisconsin Waupaca
Wisconsin,Waushara,64,Wisconsin Waushara
Wisconsin,Winnebago,189,Wisconsin Winnebago
Wisconsin,Wood,69,Wisconsin Wood
Wyoming,Albany,22,Wyoming Albany
Wyoming,Big Horn,9,Wyoming Big Horn
Wyoming,Campbell,60,Wyoming Campbell
Wyoming,Carbon,30,Wyoming Carbon
Wyoming,Converse,14,Wyoming Converse
Wyoming,Crook,21,Wyoming Crook
Wyoming,Fremont,39,Wyoming Fremont
Wyoming,Goshen,14,Wyoming Goshen
Wyoming,Hot Springs,9,Wyoming Hot Springs
Wyoming,Johnson,13,Wyoming Johnson
Wyoming,Laramie,59,Wyoming Laramie
Wyoming,Lincoln,19,Wyoming Lincoln
Wyoming,Natrona,56,Wyoming Natrona
Wyoming,Niobrara,5,Wyoming Niobrara
Wyoming,Park,27,Wyoming Park
Wyoming,Platte,12,Wyoming Platte
Wyoming,Sheridan,25,Wyoming Sheridan
Wyoming,Sublette,40,Wyoming Sublette
Wyoming,Sweetwater,50,Wyoming Sweetwater
Wyoming,Teton,37,Wyoming Teton
Wyoming,Uinta,38,Wyoming Uinta
Wyoming,Washakie,9,Wyoming Washakie
Wyoming,Weston,10,Wyoming Weston
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
